expenditure_date,committee_name,expense_category,payee_name,address,payee_type,amount,expense_purpose
2022-07-19,McDowell  (Patrick) Dave Committee To Elect  Sheriff,Media,FACEBOOK,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,125,Online Advertising
2022-07-20,McDowell  (Patrick) Dave Committee To Elect  Sheriff,Media,FACEBOOK,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,175,Online Advertising
2022-07-15,McDowell  (Patrick) Dave Committee To Elect  Sheriff,Media,SOMAR COMMUNICATIONS,28095 Three Notch Road  Mechanicsville  Maryland 20659,Business/Group/Organization,2304,Radio
2022-07-15,McDowell  (Patrick) Dave Committee To Elect  Sheriff,Media,CROW ENTERTAINMENT,4210 Jenna Court  Huntingtown  Maryland 20639,Business/Group/Organization,3600,TV
2022-07-05,Socol  Max Neighbors for,Media,Meta Platforms Inc,1601 Willow Rd  Menlo Park  California 94025,Business/Group/Organization,600,Online Advertising
2022-07-11,Socol  Max Neighbors for,Media,Meta Platforms Inc,1601 Willow Rd  Menlo Park  California 94025,Business/Group/Organization,900,Online Advertising
2022-07-13,Socol  Max Neighbors for,Media,Meta Platforms Inc,1601 Willow Rd  Menlo Park  California 94025,Business/Group/Organization,900,Online Advertising
2022-07-18,Socol  Max Neighbors for,Media,Meta Platforms Inc,1601 Willow Rd  Menlo Park  California 94025,Business/Group/Organization,900,Online Advertising
2022-08-01,Neimeyer  Carl Citizens for,Media,Severna Park Voice,P.O. Box 608  Severna Park  Maryland 21146,Business/Group/Organization,1995,Newspaper
2022-07-08,Lierman  Brooke for Maryland,Media,Blueprint Interactive,2307 N. Trenton Street  Arlington  Virginia 22207,Business/Group/Organization,5000,Consulting Fees - General
2022-08-02,Lierman  Brooke for Maryland,Media,Blueprint Interactive,2307 N. Trenton Street  Arlington  Virginia 22207,Business/Group/Organization,5000,Consulting Fees - General
2022-07-06,Lierman  Brooke for Maryland,Media,McKenna Media,3000 Chestnut Avenue  Suite 101  Baltimore  Maryland 21211,Business/Group/Organization,10000,TV
2022-07-25,Hough  Mike Friends of,Media,Facebook,156 University Ave.  Palo Alto  California 94301,Business/Group/Organization,27.31,Online Advertising
2022-07-25,Hough  Mike Friends of,Media,Facebook,156 University Ave.  Palo Alto  California 94301,Business/Group/Organization,35,Online Advertising
2022-07-25,Hough  Mike Friends of,Media,Facebook,156 University Ave.  Palo Alto  California 94301,Business/Group/Organization,50,Online Advertising
2022-07-26,Hough  Mike Friends of,Media,Strategic Media,3299 K St. NW  Suite 200  Washington  District Of Columbia 20007,Business/Group/Organization,28493,TV
2022-07-17,Schulz  Kelly For Governor,Media,Red Maverick Media LLC,1426 N. 3rd St.  Ste. 310  Harrisburg  Pennsylvania 17102,Business/Group/Organization,17866.34,Online Advertising
2022-08-16,Schulz  Kelly For Governor,Media,Red Maverick Media LLC,1426 N. 3rd St.  Ste. 310  Harrisburg  Pennsylvania 17102,Business/Group/Organization,19470,Online Advertising
2022-08-16,Schulz  Kelly For Governor,Media,Red October Productions Inc.,1851A Mcguckian St.  Annapolis  Maryland 21401,Business/Group/Organization,331,TV
2022-07-17,Schulz  Kelly For Governor,Media,Red October Productions Inc.,1851A Mcguckian St.  Annapolis  Maryland 21401,Business/Group/Organization,39798.86,TV
2022-07-24,Rigby  Christiana Neighbors for,Media,Flywheel,1401 Harney Street #201  Omaha  Nebraska 68102,Business/Group/Organization,150,Media - Website Development
2022-08-21,Rigby  Christiana Neighbors for,Media,Rev,1717 W 6th St  Suite 310  Austin  Texas 78703,Business/Group/Organization,3,Videos
2022-08-04,Coutz  (William) Bill Committee to Elect,Media,Cecil Sports,79 WILLIAMS LANE  CONOWINGO  Maryland 21918,Business/Group/Organization,250,Newspaper
2022-08-04,Coutz  (William) Bill Committee to Elect,Media,Shepard Design - Joe Shepard,6 Wilson Avenue  Rising Sun  Maryland 21911,Business/Group/Organization,2062.74,Billboards / Outdoor Advertising
2022-03-17,Education Not Indoctrination Slate,Media,All Saints Media,PO Box 27  Brunswick  Maryland 21716,Business/Group/Organization,25,Graphic Design
2021-03-03,Ball  Calvin Team  The,Media,HASA,5900 METRO DRIVE  BALTIMORE  Maryland 21215,Business/Group/Organization,277.5,TV
2021-03-19,Ball  Calvin Team  The,Media,HART RESEARCH ASSOCIATES,1724 Connecticut Ave.  NW  Washington  District Of Columbia 20009,Business/Group/Organization,29000,Survey/Polls
2021-03-19,Ball  Calvin Team  The,Media,NGP VAN,1445 NEW YORK AVE.  200  WASHINGTON  District Of Columbia 20005,Business/Group/Organization,1140,Consulting Fees - Media
2021-05-20,Ball  Calvin Team  The,Media,ORANGEHAT,2840 BLAKE STREET  #525  DENVER  Colorado 80205,Business/Group/Organization,4900,Media - Website Development
2021-09-01,Ball  Calvin Team  The,Media,RALCO PRODUCTS,627 REISTERSTOWN ROAD  BALTIMORE  Maryland 21208,Business/Group/Organization,2354.61,Consulting Fees - Media
2021-09-03,Ball  Calvin Team  The,Media,NGP VAN,1445 NEW YORK AVE.  200  WASHINGTON  District Of Columbia 20005,Business/Group/Organization,1194.03,Consulting Fees - Media
2022-07-25,Novotny  Reid J. Elect,Media,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,6.36,Online Advertising
2022-07-25,Novotny  Reid J. Elect,Media,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,16.96,Online Advertising
2022-08-15,Novotny  Reid J. Elect,Media,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,34.98,Online Advertising
2022-07-25,Novotny  Reid J. Elect,Media,Facebook,Hacker Way  Menlo Park  California 94025,Business/Group/Organization,74.93,Online Advertising
2022-08-01,Novotny  Reid J. Elect,Media,Buffer Publish,2443 Fillmore Street #380-7163  San Francisco  California 94115,Business/Group/Organization,15,Online Advertising
2022-08-11,Novotny  Reid J. Elect,Media,Third Degree,2733 E. Elm St.  Phoenix  Arizona 85016,Business/Group/Organization,862.48,Online Advertising
2022-07-27,Novotny  Reid J. Elect,Media,Bilty,5006 601 W. 26th St  New York  New York 10001,Business/Group/Organization,35,Online Advertising
2022-07-05,Novotny  Reid J. Elect,Media,Jastin Tech,6751 Columbia Gateway Dr  Columbia  Maryland 21046,Business/Group/Organization,2803.25,Online Advertising
2022-07-05,Novotny  Reid J. Elect,Media,Jastin Tech,6751 Columbia Gateway Dr  Columbia  Maryland 21046,Business/Group/Organization,125,Online Advertising
2022-07-29,Novotny  Reid J. Elect,Media,Jastin Tech,6751 Columbia Gateway Dr  Columbia  Maryland 21046,Business/Group/Organization,413.12,Online Advertising
2022-08-16,Novotny  Reid J. Elect,Media,Jastin Tech,6751 Columbia Gateway Dr  Columbia  Maryland 21046,Business/Group/Organization,288.85,Online Advertising
2022-07-29,Jennings  J. B. Friends Of,Media,SquareSpace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.56,Media - Website Development
2022-07-13,Johnson  Sylvia Friends of,Media,Uptown Press Inc.,501 West 23rd Street  Baltimore  Maryland 21211,Business/Group/Organization,450.5,Book/Brochure Advertising
2022-07-15,Johnson  Sylvia Friends of,Media,IQ & Associates LLC,4003 Cedardale Road  Baltimore  Maryland 21215,Business/Group/Organization,3330,Billboards / Outdoor Advertising
2022-07-25,Barnes  Heath Friends of,Media,EZ Politix,314 N 115th St  Omaha  Nebraska 68154,Business/Group/Organization,766.86,Phones / Robo calls
2022-07-18,Barnes  Heath Friends of,Media,E Plus Graphics,1 Est Main St  Emmitsburg  Maryland 21727,Business/Group/Organization,108.9,Newspaper
2022-07-22,Barnes  Heath Friends of,Media,Connoisseur Media,5966 Grove Hill Rd  Frederick  Maryland 21703,Business/Group/Organization,295,Newspaper
2022-07-28,Embry  Elizabeth Friends of,Media,Blue Nation Strategies,5900 Harwick Road  Bethesda  Maryland 20816,Business/Group/Organization,1915.01,Online Advertising
2022-07-28,Embry  Elizabeth Friends of,Media,Campaign Verify,1215 31st Street NW  PO Box 3554  Washington  District Of Columbia 20007,Business/Group/Organization,100.15,Online Advertising
2022-07-28,Embry  Elizabeth Friends of,Media,Squarespace,8 Clarkson Street  New York  New York 10014,Business/Group/Organization,37.1,Online Advertising
2022-07-05,Kane  Scott for Talbot County Council,Media,Henry Scott Kane,26233 Ingleton Court W  Easton  Talbot   Maryland 21601,Individual,1900,Newspaper
2022-07-04,Kane  Scott for Talbot County Council,Media,Star Democrat,29088 Airpark Drive  Easton  Maryland 21601,Business/Group/Organization,100,Newspaper
2022-07-08,Kane  Scott for Talbot County Council,Media,Godaddy,14455 North Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,25.32,Online Advertising
2022-07-15,Sterling  Jaymi Friends of,Media,SOMAR Communications,28095 Three Notch Rd # 2B  Mechanicsville  Maryland 20659,Business/Group/Organization,6960,Radio
2022-07-22,Sterling  Jaymi Friends of,Media,manna24 Christian News,PO Box 2551  Ellicott City  Maryland 21041,Business/Group/Organization,200,Newspaper
2022-07-05,Johnson  Sylvia Friends of,Media,Uptown Press Inc.,501 West 23rd Street  Baltimore  Maryland 21211,Business/Group/Organization,5953.98,Book/Brochure Advertising
2022-07-05,Johnson  Sylvia Friends of,Media,Uptown Press Inc.,501 West 23rd Street  Baltimore  Maryland 21211,Business/Group/Organization,3736.5,Book/Brochure Advertising
2022-07-05,Johnson  Sylvia Friends of,Media,Uptown Press Inc.,501 West 23rd Street  Baltimore  Maryland 21211,Business/Group/Organization,5646.28,Book/Brochure Advertising
2022-07-08,Johnson  Sylvia Friends of,Media,Uptown Press Inc.,501 West 23rd Street  Baltimore  Maryland 21211,Business/Group/Organization,9195,Book/Brochure Advertising
2022-08-15,Republican State Central Committee Of Maryland,Media,The Tarrance Group,201 N Union St  #410  Alexandria  Virginia 22314,Business/Group/Organization,13358,Survey/Polls
2022-08-17,Republican State Central Committee Of Maryland,Media,3 Sixty Strategies,157 Baltimore St  Cumberland  Maryland 21502,Business/Group/Organization,3500,Online Advertising
2022-08-09,Bowling  Gilbert Friends of,Media,Keri Cohen,10595 Middleport Lane  White Plains  Charles  Maryland 20695,Individual,150,Graphic Design
2022-07-25,Marion  Travis Committee to Elect,Media,Moon38  LLC,179 McCormick Dr  Port Deposit  Maryland 21904,Business/Group/Organization,200,Consulting Fees - Media
2022-07-07,Marion  Travis Committee to Elect,Media,Poli Engine LLC,621 NW 12th Ave  Gainesville  Florida 32601,Business/Group/Organization,35,Media - Website Development
2022-07-06,Marion  Travis Committee to Elect,Media,FaceBook,1601 Willow Rd  Menlo Park  California 94025,Business/Group/Organization,100,Online Advertising
2022-07-16,Marion  Travis Committee to Elect,Media,FaceBook,1601 Willow Rd  Menlo Park  California 94025,Business/Group/Organization,100,Online Advertising
2022-07-18,Marion  Travis Committee to Elect,Media,FaceBook,1601 Willow Rd  Menlo Park  California 94025,Business/Group/Organization,100,Online Advertising
2022-07-19,Marion  Travis Committee to Elect,Media,FaceBook,1601 Willow Rd  Menlo Park  California 94025,Business/Group/Organization,100,Online Advertising
2022-07-31,Marion  Travis Committee to Elect,Media,FaceBook,1601 Willow Rd  Menlo Park  California 94025,Business/Group/Organization,61.4,Online Advertising
2022-07-25,Lufkin  Julianna Friends of,Media,Emmitsburg News-Journal,PO Box 543  Emmitsburg  Maryland 21727,Business/Group/Organization,100,Newspaper
2022-07-25,Lufkin  Julianna Friends of,Media,Emmitsburg News-Journal,PO Box 543  Emmitsburg  Maryland 21727,Business/Group/Organization,198,Newspaper
2022-08-15,Republican State Central Committee Of Maryland,Media,Echelon Insights,121 N Washington St  Alexandria  Virginia 22314,Business/Group/Organization,12500,Survey/Polls
2022-07-22,Sterling  Jaymi Friends of,Media,The Chosun Ilbo Washington  Inc.,9840 Main St. #100  Fairfax  Virginia 22031,Business/Group/Organization,450,Newspaper
2022-07-22,Sterling  Jaymi Friends of,Media,The Korea Times D.C.  Inc,7601 Little River Tnpk. #3rd Fl.  Annandale  Virginia 22003,Business/Group/Organization,600,Newspaper
2022-07-21,Franchot Anderson-Walker for Maryland Slate,Media,Tidemore Public Affairs  LLC,1800 N Charles St  Ste 902  Baltimore  Maryland 21201,Business/Group/Organization,24319.28,Radio
2022-07-21,Franchot Anderson-Walker for Maryland Slate,Media,Tidemore Public Affairs  LLC,1800 N Charles St  Ste 902  Baltimore  Maryland 21201,Business/Group/Organization,50075,TV
2022-07-22,Franchot Anderson-Walker for Maryland Slate,Media,Tidemore Public Affairs  LLC,1800 N Charles St  Ste 902  Baltimore  Maryland 21201,Business/Group/Organization,896.13,Phones / Robo calls
2022-07-19,Franchot Anderson-Walker for Maryland Slate,Media,Tidemore Public Affairs  LLC,1800 N Charles St  Ste 902  Baltimore  Maryland 21201,Business/Group/Organization,100034,TV
2022-07-10,Maryland Justice & Public Safety PAC,Media,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,11677.56,Online Advertising
2022-07-10,Maryland Justice & Public Safety PAC,Media,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,13298.5,TV
2022-07-10,Maryland Justice & Public Safety PAC,Media,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,13298.5,TV
2022-07-10,Maryland Justice & Public Safety PAC,Media,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,2346.5,TV
2022-07-10,Maryland Justice & Public Safety PAC,Media,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,2346.5,TV
2022-08-22,Beulah  Curtis Committee to Elect,Media,MailChimp,675 Ponce De Leon Ave. NE  Suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,30.73,Online Advertising
2022-07-24,Beulah  Curtis Committee to Elect,Media,Constant Contact Billing,1601 Trapelo Road Suite 329  Waltham  Maine 02451,Business/Group/Organization,21.2,Online Advertising
2022-07-05,Beulah  Curtis Committee to Elect,Media,Precision Solutions Inc.,11221Dolfield Blvd #103  Owings Mills  Maryland 21117,Business/Group/Organization,794.16,Online Advertising
2022-07-07,Beulah  Curtis Committee to Elect,Media,Accent Printers,11110 Pulaski Highway  White Marsh  Maryland 21162,Business/Group/Organization,159,Graphic Design
2022-07-11,Robinson  Ladetra Friends of,Media,BrandCrowd - DesignCrowd Pty Ltd,Level 4  2 Hill Street  Surry Hills NSW 2010  AUSTRALIA,Business/Group/Organization,9,Graphic Design
2022-07-12,Robinson  Ladetra Friends of,Media,NGP VAN  Inc,PO BOX 392264  PITTSBURG  Pennsylvania 15251,Business/Group/Organization,150,Online Advertising
2022-07-15,Robinson  Ladetra Friends of,Media,Constant Contact Billing,1601 Trapelo Road  Suite 329  Waltham  Massachusetts 02451,Business/Group/Organization,20.14,Online Advertising
2022-07-15,Robinson  Ladetra Friends of,Media,Dropbox Inc.,1800 Owens Street  San Fransico  California 94158,Business/Group/Organization,21.19,Graphic Design
2022-07-18,Robinson  Ladetra Friends of,Media,Canva Pty Ltd,110 Kippax St  Surry Hills NSW 2010  AUSTRALIA,Business/Group/Organization,12.99,Graphic Design
2022-07-18,Robinson  Ladetra Friends of,Media,GoDaddy.com  LLC,2155 E Godaddy way  Tempe  Arizona 85284,Business/Group/Organization,22.25,Graphic Design
2022-07-18,Robinson  Ladetra Friends of,Media,Zoom Video Communications  Inc,55 Almaden Blvd  6t  San Jose  Maryland 95113,Business/Group/Organization,14.99,Videos
2022-07-20,Robinson  Ladetra Friends of,Media,MyCreativeShop  Inc,3003 32nd Ave. S Suite 230-1  Fargo  North Dakota 58103,Business/Group/Organization,19.95,Graphic Design
2022-07-12,Franchot Anderson-Walker for Maryland Slate,Media,Quantel Research Corp,P.O. Box 12154  Ogden  Utah 84412,Business/Group/Organization,15753.36,Survey/Polls
2022-07-05,Hettleman  Shelly Friends of,Media,Bill Geenen,307 Northfield Pl  Baltimore  Maryland 21210,Business/Group/Organization,198.17,Graphic Design
2022-07-13,Alvey  Roy H. Friends of,Media,friends of roy alvey,p.o.box 136  VALLEY LEE  Maryland 20692,Business/Group/Organization,599,Newspaper
2022-07-13,Alvey  Roy H. Friends of,Media,friends of roy alvey,45075 Medley's neck Rd  p.o.box 136  valleylee  Maryland 20692,Business/Group/Organization,599,Newspaper
2022-07-13,Alvey  Roy H. Friends of,Media,friends of roy alvey,45075 Medley's neck Rd p.o.box 136  valleylee  Maryland 20692,Business/Group/Organization,599,Newspaper
2022-08-02,Esposito  Ashley Friends of,Media,Facebook Corporate,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,487.12,Online Advertising
2022-07-14,Bruce  Jim for Talbot County Council,Media,Patrick Firth,27921Southside Island Creek Rd  Trappe  Talbot   Maryland 21673,Individual,472.61,Online Advertising
